5.56x45mm NATO SS109,1979,Belgium,3,R,5.56x45mm,2864,1196,0.764,28.5,0.224,,45mm,NATO (1980), 2nd gen. Current NATO service including M16 rifle, Steyr AUG, SA80, FAMAS, Heckler & Koch G36. Similar, but not interchangeable with .223 Rem.
6 mm PPC,1975,US,,R,6.17x38.5mm,3212,1660,1.034,31.7,0.243,0.376,38.5mm,"Benchrest cartridge - ""the most accurate round ever developed."" .22 PPC case necked up to 6mm."
6.5 Grendel,2003,US,2,R,6.5x39mm,2620,1875,1.431,32.0,0.264,0.509,39mm,"Developed by Alexander Arms as a ""low recoil", high accuracy," long-range cartridge for the AR-15 platform."""
6.5-300 Weatherby Magnum,2016,US,,R,6.7x72mm,3476,3487,,,0.264,,72mm,
6.5x47mm Lapua,2005,Finland & Switzerland,3,R,6.5x47mm,2900,,,,.264,0.545,50mm,Specifically designed and optimized for 300-1000m competition.
6.5x50mmSR Arisaka,1897,Japan,1,R,6.5x50SR,2717,1966,,42,0.264,,50mm,aka 6.5x50mm Japanese. Used in Arisaka Japanese service rifles.
6.5x52mm Mannlicher-Carcano,1891,Italy,3,R,6.50x52mm,2414,1818,1.506,43,0.264,,52mm,
6.5x53mmR,1892,Austria-Hungary,,R,6.5x53mmR,2650,2360,1.781,38,0.263,,53mm,Romanian and Dutch service rifles
6.5x54mm Mauser,1900,Germany,,R,6.5x54mm,2362,1468,,,0.264,,54mm,Once chambered for Kurz short-action carbines.
6.5x54mm MS,1908,Austria-Hungary,1,R,6.5x54mm,2395,1987,1.659,,0.264,,54mm,"aka 6.5x54mm Mannlicher-Schönauer ""Greek""", based on 6.5x53mmR
6.5x55mm,1895,Union of Sweden
and Norway,7,R,6.5x55mm,2735,2325,1.7,52,0.264,0.509,55mm,aka 6.5x55 Swedish Mauser. BC=0.510.
6.5x57mm Mauser,1890,Germany,1,R,6.5x57mm,2772,2099,1.514,,0.264,,57mm,also 6.5x57mmR. a.k.a. 6.5x57mm RWS. Loaded by Prvi Partizan, RWS, and Sellier & Bellot
6.5x58mm Vergueiro,1904,Portugal,,R,6.5x58mm,2775,2372,1.71,46,0.264,,58mm,Portuguese service rifle 1904-1939
6.5x68mm,1939,Germany,1,R,6.5x68mm,3700,2983,1.612,73,0.265,,68mm,aka 6.5x68mm RWS or Schuler (erroneously)
6.5mm Creedmoor,2012,US,2,R,6.72x48.77mm,3050,2493,1.635,47.0,0.264,0.585,48.77mm,
6.5mm JDJ,1978,US,,H,6.5mm,2714,1635,1.205,38.5,0.264,0.509,,.225 Winchester case necked up to 6.5mm and then blown out.
6.5mm STW,1999,US,0,R,6.5x72.39mm,3300,,,,0.265,,72.39mm,Wildcat by Layne Simpson.
6.8mm Remington SPC,2003,US,5,R,6.8x43mm,2570,1613,1.255,31.0,0.277,0.370,43mm,Developed by Remington with members of 5th Special Forces Group.
6x57mm Mauser,1895,Germany,,R,6x57mm,2600,,,,0.236,,57mm,aka 6.2x57mm RWS. Necked down 6.5x57mm. The 6mm Remington is a carbon copy.
6x62mm Freres,1983,Germany,1,R,6x62mm,3460,2260,,,0.243,,62mm,also 6x62mmR, based on 9.3x62mm case.
6mm BR Norma,1996 ,Sweden,3,R,6x39.6mm,2789,,,,0.243,0.517,39.6mm,Norma's redesigned of the Remington 6mm BR in order to utilize VLD bullets.
6mm Lee Navy,1895,US,0,R,6x60mmSR,2560,1629,,,0.236,,60mm,Service cartridge of the United States Navy and Marine Corps from 1895
6mm Remington,1963,US,5,R,6.18x56.72mm,3235,2207,1.364,54.5,0.243,0.405,56.72mm,Same cartridge as .244 Remington and interchangeable. Rifles marked .244 Remington may not stabilize heaviest 6mm Remington bullets.
6mm XC,2000,US,4,R,6x48mm,3018,1937,,,0.243,0.517,48mm,Developed by David Tubb for his Tubb 2000 rifle.
7.5x54mm French,1929,France,,R,7.57x54mm,2700,2232,,58,0.308,,54mm,Case-shortened 7.5x57mm MAS. Standard French rifle cartridge until the introduction of the FAMAS in 1979.
7.5x55mm Swiss,1889,Switzerland,2,R,7.5x55mm,2839,2924,2.06,52.0,0.308,,55mm,a.k.a. GP-11, 7.5x55mm Schmidt-Rubin.
7.5x57mm MAS,1924,France,,R,7.57x57mm,2800,2397,1.712,54,0.308,,57mm,8mm Lebel replacement. Rimless rifle cartridge. Same bullet diameter as .30-06. Short-lived due to confusion with 7.92mm Mauser.
7.7x58mm Arisaka,1939,Japan,1,R,7.7x58mm,2529,2510,1.985,55.0,0.311,,58mm,aka 7.7x58mm Japanese Arisaka or 31 Jap
7.35x51mm Carcano,1938,Italy,,R,7.35x51mm,2550,2175,1.706,41,0.298,,51mm,aka 7.35mm Italian Carcano
7.62x25mm Tokarev,1930,USSR,2,H,7.90x25mm,1857,650,0.7,10.6,0.311,,25.00mm,Based on 7.63x25mm Mauser. Most famous for use in Tokarev TT pistol. Also used in several Soviet submachine guns, including the PPSh-41.
7.62x38mmR,1895,Russia,1,H,7.62x38mmR,1100,290,0.527,3,0.295,,38mm,a.k.a. 7.62mm Nagant.
7.62x39mm,1943,USSR,6,R,7.62x39mm,2360,1521,1.289,31.5,0.312,,39mm,Intermediate cartridge concept, following 7.92x33mm Kurz and preceding 5.56x45mm NATO. SKS and AK-47 USSR service rifles.
7.62x51mm NATO,1950,US,2,R,7.62x51mm,3165,2997,1.894,54.0,0.308,0.588,51mm,NATO (1953), T65. Current NATO service including M14 rifle, Heckler & Koch G3, FN FAL. Very similar to .308 Win.
7.62x54mmR,1891,Russia,5,R,7.62x54mm,2894,2713,1.875,52.6,0.308,0.462.,54mm,Designed for the Mosin-Nagant Russian service rifle. Oldest cartridge still in official military use, used in SVD Dragunov with Russia and the PSL rifles with many other countries.
7.63x25mm Mauser,1893,Germany,1,H,7.62x25mm,1410,375,0.532,6,0.308,,25mm,aka 30 Mauser. Based on 7.65x25mm Borchardt. Most famous for use in Mauser C96 pistol. Basis for 7.62x25mm Tokarev round.
7.65x21mm Parabellum,1900,Germany,2,H,7.65x21mm,1085,325,0.599,4.2,0.309,,21mm,a.k.a. 7.65 Parabellum, 7.65mm Luger, .30 Parabellum and (wrongly) .30 Luger.
7.92x33mm Kurz,1938,Germany,1,R,7.92x33mm,2247,1305,1.162,23,0.323,,33mm,First assault rifle round, used in MKb 42.
7.92mm DS,1934,Poland,,R,7.92x107mm,4180,8740,,,,,107mm,Used for kbk ppanc wz.35 anti-tank rifle.
7x57mm Mauser,1892,Germany,8,R,7x57mm,2740,2351,1.716,52.6,0.284,0.531,57mm,aka 7mm Mauser, a.k.a. .275 RIgby
7x64mm,1917,Germany,5,R,7.25x64mm,2950,2705,1.834,57.6,0.284,0.450,64.00mm,aka 7x64mm Brenneke.
7x65 R,1917,Germany,2,R,7.25x65mmR ,2897,3075,2.123,83.6,0.285,,65.00mm,aka 7x65mmR Brenneke
7mm BR Remington,1978,US,,R,7.21x55.6mm,2425,1525,1.258,34,0.284,0.531,55.6mm,6mm BR necked up to 7mm.
7mm Remington Magnum,1962,US,8,R,7.2x64mm,3240,3302,2.038,80.0,0.284,0.652,64mm,
7mm Remington Short Action Ultra Magnum,2004,US,1,R,7.23x51.69mm,3175,3221,2.029,68.0,0.284,0.414,51.69mm,
7mm Remington Ultra Magnum,2002,US,1,R,7.23x72.39mm,3425,3682,2.15,107.0,0.284,0.533,72.39mm,
7mm STW,1981,US,2,R,7.23x72.39mm,3325,3436,2.067,91.0,0.284,0.390,72.39mm,Belted.
7mm Weatherby Magnum,1944,US,2,R,7.22x64.74mm,3300,3501,2.122,81.8,0.284,0.525,64.74mm,Belted.
7mm WSM,2002,US,2,R,7.2x53.3mm,3647,3562,1.953,73.0,0.284,0.531,53.3mm,Winchester Short Magnum
7mm-08 Remington,1980,US,6,R,7.2x51.7mm,2950,2686,1.821,50.4,0.284,0.531,51.7mm,.308 Winchester case necked down to 7mm.
8x53mmR Murata,1880,Japan,,R,8x53mmR,1850,1810,1.957,47.4,0.329,,53mm,11x60mm Murata case necked down to 8mm.
8x56mm MS,1908,Austria-Hungary,1,R,8x56mm,2297,2440,2.124,,0.323,,56mm,Mannlicher-Schönauer
8x57 I,1888,Germany,0,R,8.09x57.00mm,2700,2913,,,0.318,,57.00mm,aka 8x57 J, 7.92x57mm Mauser, 8x57mm Mauser, 8mm Mauser. Original smaller-bore specification. Bullet diameter and chamber pressure were increased in 1905, becoming 8x57 IS. Vintage rifles in this older chambering will dangerously accept modern 8x57 IS.
8x57 IS,1905,Germany,8,R,8.22x57.00mm,3208,3171,1.977,57,0.323,0.450,57.00mm,a.k.a. 8x57 JS, 7.92x57mm Mauser, 8x57mm Mauser, 8mm Mauser. Dangerously-similar to the original, smaller-bore 1888 rimless 8x57 I a.k.a. 8x57 J. Also similar to the rimmed 8x57 IRS a.k.a. 8x57 JRS.
8x58mmR Danish Krag,1889,Denmark,,R,8x58mm,2500,2720,2.176,54.5,0.322,,58mm,aka 8x58mmR Danish Krag. Danish service rifle 1889-1945
8x63mm patron m/32,1932,Sweden,1,R,8x63mm,2500,3025,,,0.323,,63mm,a.k.a. 8x63mm Swedish mg. Used in Swedish machine guns from the 1930s onward.
8x64mm Brenneke,1912,Germany,0,R,8x64mm,2890,3420,,,0.323,,64mm,Also 8x65mmR. Comes in J and S bullets. Based on 9.3x62mm and 9.3x74mmR.
8x68mm S,1939,Germany,2,R,8x68mm,3500,3958,2.262,81,0.323,0.450,68mm,aka 8x68Smm Magnum.
8mm Lebel,1886,France,,R,8x50mmR,2640,2212,1.676,49,0.323,,50mm,a.k.a. 8x50mmR French. Adapted from the 11mm Gras. The first smokeless powder cartridge for military use, started the small-bore smokeless revolution.
8mm Remington Magnum,1978,US,1,R,8.22x72.39mm,2900,3734,2.575,92.0,0.323,0.332,72.39mm,Belted.
8x60mm Mauser,1919,Germany,1,R,8x60mm,2625,2850,2.171,,0.323,,60mm,aka 8x60mm RWS. Civilian 8mm Mauser. Comes in J and S bullets, rimmed or rimless case. Still loaded by RWS, Prvi Partizan.
9.3x57mm,1900,Sweden,1,R,9.3x57mm,2362,2875,,,0.365,,57mm,Scandinavian 8x57mm variant currently offered by Norma
9.3x62mm,1905,Germany,6,R,9.3x62mm,2360,3537,2.997,67,0.366,0.494,62mm,Designed by Otto Bock for use in magazine rifles, e.g. Mauser 98, for African game.
9.3x64mm Brenneke,1910,Germany,1,R,9.3x64mm,2576,4317,3.352,,0.366,0.465,64mm,
9.3x74mmR,1900,Germany,2,R,9.30x74.70mmR ,2448,3721,3.04,96.5,0.366,,74.70mm,German big-game cartridge.
9.5x57mm MS,1900,UK or Austria-Hungary,0,R,9.5x57mm,2150,2768,,,0.375,,57mm,aka 9.5x56mm Mannlicher-Schönauer, 9.5x56.7mm and .375 Nitro Express Rimless.
9x18mm Makarov,1951,USSR,10,H,9x18mm,1017,212,,,0.365,,18mm,a.k.a. 9mm Makarov.
9x19mm Parabellum,1901,Germany,6,H,9x19mm,1155,342,0.592,8.2,0.355,0.212,19mm,a.k.a. 9mm Parabellum, 9mm Para, or 9mm Luger.
9x53mmR,1955,USSR,,R,9x53mm,2100,2266,,,,,53mm,
9x56mm MS,1900,Austria-Hungary,0,R,9x56mm,2100,2400,,,0.356,,56mm,Mannlicher-Schönauer
9x57mm Mauser,1890,Germany,,R,9.06x56.8mm,2423,2692,2.222,46,0.356,,56.8mm,Also available in a rimmed version.
9mm Browning Long,1903,Belgium,1,H,9.09x20.20mm,1100,300,0.545,5.0,0.355,,20.20mm,Developed for the FN Browning 1903 Model pistol
9mm Mars,1900,UK,,H,9.14x26.32mm,1400,675,0.964,,0.360,,26.32mm,Bottle necked cartridge for the Webley-Mars Automatic Pistol.
10.75x68mm Mauser,1920,Germany,0,R,10.75x68mm,2200,3740,,,0.424,,68mm,Once popular with European hunters in Africa and India. Approaches .375 H&H power with top loads.
10mm Auto,1983,Sweden,5,H,10.17x25.20mm ,1551,680,0.877,11.2,0.400,0.164,25.20mm,
11x60mm Mauser,1871,Germany,,R,11x60mmR,1430,2013,2.815,77,0.446,,60mm,The first black powder cartridge adopted in large numbers by the unified German Army, it was used in the 1871 and 1871/84 rifles.
11x60mm Murata,1880,Japan,,R,11x60mmR,1487,2063,2.775,77,0.432,,60mm,The first black powder cartridge adopted in large numbers by the Japanese Army, it was used in the Murata rifle, a hybrid of French Gras and German Mausers 1871 and 1871/84 rifles.
11mm Gras,1874,France,,R,11x59mmR,1493,1903,2.549,78,0.445,,59mm,The first French brass cartridge for military use. Black powder. Replaced by 8mm Lebel.
12.7x108mm,1930,USSR,,R,12.7x108mm,2700,11980 (13737),,255,0.511,,108mm,Used in Heavy Machine Guns, AT-rifles and anti-materiel rifles.
14.5x114mm,1941 ,USSR,,R,14.5x114mm,3300,24520,14.861,1026,0.586,,114mm,Used in Heavy Machine Guns, AT-rifles and anti-materiel rifles.
